tweet,gold_reply,intent
"Fix the battery drain/slow performance on the iPhone 6, no way I buy a new one unless this gets fixed. V11.0.3",We'd like to help you. DM us and we can take a closer look there.,battery_issue
can you reimburse me the money I have lost due to this message meaning I can t cancel a subscription,"Thanks for taking the time to reach out. We're here to help whenever possible. Just to clarify, are you having a problem canceling one of your subscriptions? If so, please check this out:",billing_refund
I have never used iCloud to back up my phone ever and have never had this problem before upgrading OS s.,Got it. We received your DM and will continue with you there.,icloud_sync
My Activity and Health apps show very different step counts. Do they draw from different data sources and can I sync them up?,We'll be happy to look into what's going on. Are you using an Apple Watch?,icloud_sync
Purchased no. Downloaded via Apple Music subscription though.,Is iCloud Music Library enabled on your new iPhone? You can check at Settings > Music. DM us and we will continue there.,billing_refund
"Hello , I am using iPhone 6, I purchased it only 7 months ago. Now fed off with battery issue. It is discharging quickly. In a day I have charge my battery 3 times even use is less. Please support","We can work toward a solution together. To begin, can you tell us what iOS version you're currently using?",battery_issue
just updated to iOS 11.2 and can t find the new Apple Pay Cash settings. I m In the USA,"Thanks for reaching out, we'd like to assist. Let's meet in DM and proceed from there.",software_update
after the recent iPhone update I get this annoying message randomly pop and I don t even send sms messages,We'd love to help. Has the device been restarted since it happened?,software_update
"Hi there, I think that my iP6s's battery drains too fast. Is there a way to check battery health?","We'd love to help. Which iOS version are you using? Also, have you had a chance to try the tips here:",battery_issue
"If you set not to sync, set everything to manual and turn of cellular data it ignores this and continues to update and burns through your data allowance. In addition it re-downloads things marked as played further wasting data. A disgrace of an app","Let's see how we can help with this. Are you turning cellular data off in Settings > Cellular? Let us know more in DM, please.",icloud_sync
When are we going to see the battery issue with iOS11 fixed? It seems to be getting worse every time you patch. Currently need to carry a charger if I want it to last a day...,Having reliable battery life is important! Let s see what we can find out about yours. This article will explain how to maximize your battery life: Let us know if you notice any change after testing for a few days.,charging_issue
"Why apple removed Mac OS Sierra from purchased on the Mac App Store? High Sierra working very bad, and I don't have dmg file..",We're here to help. What type of issues are you having with macOS High Sierra? Please reply in DM.,app_store
can you tell me if this email is legit? it seems kind of odd and i'm not sure if it's a scam or not.,This does appear to be a phishing attempt to us. Check out this link for help with emails like this:,account_security
why did your garbage update brick my front facing camera even after doing a fresh install of your patch from DFU,Your camera should be working normally after an update. Let's work together to figure out how to get this resolved. Which iPhone and iOS 11 version are you using now? Is your rear-facing camera working OK? Does restarting seem to help the camera issue at all?,software_update
Why do u keep automatically turning my WiFi & Bluetooth on ???,"Are you making these changes from Control Center? If so, there have been some changes. Check here:",device_setup
